Exchange Current Density,Log10 ECD,reacting element,concentration (M),electrons transferred,Std Reduction Pot,Ionization energy (eV),Atomic radius,Atomic mass,Atomic volume cm3/mol),Dipole polarizability (au),Electron affinity (eV),Allen Electronegativity (eV),Ghosh Electronegativity,Pauling Electronegativity,Ionic radius (pm),Cohesive Energy (eV/atom),,,
,,,,,,,,,,,,,,,,,,,1
1.52E-04,-3.818156412,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
2.50E-04,-3.602059991,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
3.00E-04,-3.522878745,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.70E-04,-3.769551079,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-03,-3,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.90E-03,-2.537602002,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
4.70E-03,-2.327902142,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
8.70E-03,-2.060480747,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.70E-04,-3.769551079,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.70E-04,-3.769551079,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.55E-05,-4.809668302,In,0.000004,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
2.28E-16,-15.64206515,In,1,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
9.10E-05,-4.040958608,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-05,-4.795880017,In,0.01,3,-0.34,5.786355,155,114.818,15.7,65,0.3,9.793,0.16423,1.78,62,2.52,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.90E-13,-12.537602,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.90E-14,-13.7212464,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.30E-14,-13.48148606,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-13,-13,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.70E-13,-12.56863624,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.90E-13,-12.05060999,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.80E-13,-12.4202164,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.20E-15,-14.37675071,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.30E-15,-14.88605665,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.30E-14,-13.48148606,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.20E-13,-12.28399666,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.20E-13,-12.92081875,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.80E-12,-11.74472749,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.50E-13,-12.25963731,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.90E-15,-14.30980392,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
2.90E-14,-13.537602,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
9.50E-14,-13.02227639,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.20E-12,-11.92081875,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.30E-12,-11.48148606,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.10E-13,-12.09151498,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
8.10E-14,-13.09151498,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-13,-13,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.30E-13,-12.36653154,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.20E-13,-12.28399666,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.50E-12,-11.82390874,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
9.70E-12,-11.01322827,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.10E-12,-11.95860731,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
5.20E-03,-2.283996656,Fe,0.1,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
1.50E-03,-2.823908741,Fe,0.01,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E-04,-3.698970004,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.98E-04,-3.400116928,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-05,-5,Fe,0.05,1,0.771,7.902468,140,55.845,7.1,62,0.151,10.64,0.1392532,1.83,63,4.28,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.16E-06,-5.500312917,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
4.19E-13,-12.37778598,N,1,3,0.958,14.53413,65,14.007,17.3,7.4,-1.4,18.13,0.26493,3.04,146,4.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
3.98E-06,-5.400116928,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
3.98E-12,-11.40011693,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.80E-13,-12.74472749,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
7.50E-13,-12.12493874,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-12,-11.85387196,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-12,-11.34678749,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-06,-6,H,1,1,0,13.59843,25,1.008,14.1,4.50711,0.754195,13.61,0.2638,2.2,38,0,,,1
1.00E-10,-10,O,1,2,1.229,13.61805,60,15.999,14,5.3,1.4611135,21.36,0.304575,3.44,135,2.6,,,1
,,,,,,,,,,,,,,,,,,,1
8.90E-11,-10.05060999,O,1,2,1.229,13.61805,60,15.999,14,5.3,1.4611135,21.36,0.304575,3.44,135,2.6,,,1
,,,,,,,,,,,,,,,,,,,1
2.10E-10,-9.677780705,O,1,2,1.229,13.61805,60,15.999,14,5.3,1.4611135,21.36,0.304575,3.44,135,2.6,,,1
,,,,,,,,,,,,,,,,,,,1
4.40E-10,-9.356547324,O,1,2,1.229,13.61805,60,15.999,14,5.3,1.4611135,21.36,0.304575,3.44,135,2.6,,,1
,,,,,,,,,,,,,,,,,,,1
3.00E-01,-0.522878745,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
2.62E-02,-1.581698709,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
,,,,,,,,,,,,,,,,,,,1
3.49E-02,-1.457174573,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
,,,,,,,,,,,,,,,,,,,1
4.68E-02,-1.329754147,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
,,,,,,,,,,,,,,,,,,,1
4.98E-02,-1.302770657,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
,,,,,,,,,,,,,,,,,,,1
7.14E-02,-1.146301788,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-01,-1,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
6.60E-10,-9.180456064,N,1,3,0.958,14.53413,65,14.007,17.3,7.4,-1.4,18.13,0.26493,3.04,146,4.92,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.00E+00,0.301029996,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.00E+00,0,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
9.60E+01,1.982271233,Pb,0.0015,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
5.20E+00,0.716003344,Pb,0.0012,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
7.70E+00,0.886490725,Pb,0.0024,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.00E+00,0,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
8.00E-01,-0.096910013,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
2.00E-01,-0.698970004,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
2.50E+02,2.397940009,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
2.10E-03,-2.677780705,Pb,0.000037,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
5.90E-01,-0.229147988,Pb,0.0015,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.00E+00,0,Pb,0.003,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.66E-04,-3.779891912,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
5.00E+01,1.698970004,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
3.30E+00,0.51851394,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
2.20E+02,2.342422681,Pb,1,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.02E+01,1.008600172,Pb,0.0012,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.35E+01,1.130333768,Pb,2.4,2,-0.126,7.41668,180,207.2,18.3,47,0.35674316,10.97,0.177911,1.8,98,2.03,,,1
1.00E-04,-4,Li,1,1,-3.401,5.391715,145,6.94,13.1,164.1125,0.618049,5.392,0.105093,0.98,59,1.63,,,1
,,,,,,,,,,,,,,,,,,,1
2.80E-04,-3.552841969,Li,1,1,-3.401,5.391715,145,6.94,13.1,164.1125,0.618049,5.392,0.105093,0.98,59,1.63,,,1
,,,,,,,,,,,,,,,,,,,1
4.70E-04,-3.327902142,Li,1,1,-3.401,5.391715,145,6.94,13.1,164.1125,0.618049,5.392,0.105093,0.98,59,1.63,,,1
,,,,,,,,,,,,,,,,,,,1
1.60E-02,-1.795880017,Ba,1,2,-2.912,5.211664,215,137.327,39,272,0.14462,5.211,0.1586786,0.89,135,1.9,,,1
9.00E-03,-2.045757491,Ba,1,2,-2.912,5.211664,215,137.327,39,272,0.14462,5.211,0.1586786,0.89,135,1.9,,,1
1.00E-02,-2,Ba,1,2,-2.912,5.211664,215,137.327,39,272,0.14462,5.211,0.1586786,0.89,135,1.9,,,1
3.60E+00,0.556302501,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
2.70E-03,-2.568636236,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
3.00E-04,-3.522878745,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
3.70E-04,-3.431798276,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
4.20E-04,-3.37675071,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
1.15E-03,-2.93930216,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.75E-03,-2.756961951,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
2.50E-03,-2.602059991,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-05,-5,Bi,0.000004,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
1.85E-03,-2.732828272,Bi,1,3,0.317,7.285516,160,208.9804,21.3,48,0.942362,11.9,0.182377,1.9,96,2.18,,,1
1.65E-01,-0.782516056,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
5.00E-01,-0.301029996,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.00E+01,1,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
6.00E-01,-0.22184875,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.60E+00,0.414973348,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
9.40E-01,-0.026872146,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
3.50E-01,-0.455931956,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.50E-01,-0.602059991,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
4.60E-01,-0.337242168,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.40E-01,-0.853871964,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.20E-01,-0.920818754,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.70E-01,-0.769551079,Cd,0.001,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.00E-01,-0.698970004,Cd,0.00002,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
9.10E-01,-0.040958608,Cd,0.0015,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.50E+00,0.176091259,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.90E+00,0.462397998,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
7.00E-01,-0.15490196,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.50E-05,-4.823908741,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.00E-01,-0.698970004,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.00E+00,0,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.20E+00,0.079181246,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
-2.50E-01,,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.00E-01,-0.698970004,Cd,0.00002,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.00E+00,0,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
6.00E-01,-0.22184875,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
6.30E-02,-1.200659451,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
4.00E-01,-0.397940009,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.60E+00,0.414973348,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
6.30E-01,-0.200659451,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
8.00E-02,-1.096910013,Cd,0.00002,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
-8.00E-02,,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
7.70E-03,-2.113509275,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.20E+00,0.079181246,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
3.90E-03,-2.408935393,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.30E+00,0.361727836,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
-4.30E-01,,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-01,-0.346787486,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
3.40E-01,-0.468521083,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
3.30E-01,-0.48148606,Cd,0.001,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.20E+00,0.079181246,Cd,0.003,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
7.50E-03,-2.124938737,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.60E-02,-1.585026652,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.50E-01,-0.602059991,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
8.50E-02,-1.070581074,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
3.60E-02,-1.443697499,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
3.80E-02,-1.420216403,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
7.60E-02,-1.119186408,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
6.30E-02,-1.200659451,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.40E-01,-0.619788758,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.50E-01,-0.823908741,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
2.00E-04,-3.698970004,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
1.00E-04,-4,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
4.50E-01,-0.346787486,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.30E-02,-1.886056648,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.00E-01,-1,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.50E-01,-0.823908741,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
1.20E-01,-0.920818754,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
-4.30E-01,,Cd,0.00002,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
1.45E-02,-1.838631998,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
1.90E-01,-0.721246399,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
8.00E-02,-1.096910013,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
2.80E-02,-1.552841969,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
1.30E-02,-1.886056648,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
8.10E-02,-1.091514981,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
8.90E-02,-1.050609993,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
1.08E-01,-0.966576245,Cd,1,2,-0.403,8.993822,155,112.414,13.1,46,,8.995,0.1504066,1.69,78,1.16,,,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,1
1.99E-10,-9.701146924,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
8.00E-17,-16.09691001,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
1.50E-16,-15.82390874,Co,1,2,-0.277,7.88101,135,58.933194,6.7,55,0.66225646,10.86,0.1432363,1.88,58,4.39,,,1
